transaction_id,customer_id,amount,currency,transaction_type,merchant_category,timestamp,is_flagged,account_balance
TXN_00001197,CUST_0069,316.19,EUR,PURCHASE,ELECTRONICS,2024-01-01 19:43:34,False,37395.39
TXN_00005903,CUST_0027,756.63,EUR,PURCHASE,TRAVEL,2024-01-02 05:17:35,False,61105.42
TXN_00005332,CUST_0057,17.1,EUR,PURCHASE,DINING,2024-01-02 06:19:05,False,91036.69
TXN_00001630,CUST_0046,38.07,EUR,WITHDRAWAL,GROCERY,2024-01-02 09:11:25,False,16455.04
TXN_00004476,CUST_0091,216.49,USD,WITHDRAWAL,DINING,2024-01-02 09:11:29,False,87811.45
TXN_00003009,CUST_0144,108.63,EUR,PURCHASE,UTILITIES,2024-01-02 09:23:16,False,51884.12
TXN_00006439,CUST_0024,328.41,EUR,PURCHASE,HEALTHCARE,2024-01-02 10:57:11,False,94737.99
TXN_00004858,CUST_0040,40.56,USD,PURCHASE,HEALTHCARE,2024-01-02 12:03:12,False,32325.65
TXN_00005188,CUST_0178,16.06,EUR,PURCHASE,DINING,2024-01-02 12:09:40,False,32808.2
TXN_00004064,CUST_0141,213.91,EUR,PURCHASE,TRAVEL,2024-01-02 12:18:22,False,66582.08
TXN_00003808,CUST_0081,4784.71,GBP,PURCHASE,GROCERY,2024-01-02 12:28:51,False,15905.81
TXN_00001876,CUST_0003,-1627.65,USD,REFUND,ELECTRONICS,2024-01-02 12:35:31,False,95632.29
TXN_00001191,CUST_0164,46.98,EUR,TRANSFER,TRAVEL,2024-01-02 12:53:17,False,53303.73
TXN_00009555,CUST_0022,-100.27,EUR,REFUND,GROCERY,2024-01-02 12:59:10,False,14463.94
TXN_00006751,CUST_0174,36.56,USD,WITHDRAWAL,HEALTHCARE,2024-01-02 13:21:21,False,21829.77
TXN_00002388,CUST_0186,310.6,EUR,PURCHASE,ELECTRONICS,2024-01-02 13:26:36,False,23825.88
TXN_00009347,CUST_0085,131.75,EUR,TRANSFER,DINING,2024-01-02 14:32:11,False,17508.31
TXN_00009286,CUST_0057,229.62,USD,PURCHASE,DINING,2024-01-02 14:38:05,False,49474.09
TXN_00002406,CUST_0180,283.33,EUR,PURCHASE,GROCERY,2024-01-02 15:45:35,False,95333.22
TXN_00006922,CUST_0045,24.05,EUR,PURCHASE,GROCERY,2024-01-02 18:13:07,False,70627.58
TXN_00009981,CUST_0180,1151.94,GBP,PURCHASE,ELECTRONICS,2024-01-02 19:07:52,False,720.72
TXN_00006743,CUST_0119,414.28,EUR,PURCHASE,HEALTHCARE,2024-01-02 23:49:28,False,78120.76
TXN_00004154,CUST_0192,79.29,EUR,TRANSFER,DINING,2024-01-03 03:41:08,True,89498.17
TXN_00001282,CUST_0143,348.6,EUR,PURCHASE,DINING,2024-01-03 03:58:40,False,75687.13
TXN_00003034,CUST_0178,1868.97,EUR,PURCHASE,GROCERY,2024-01-03 05:53:25,False,75015.5
TXN_00001913,CUST_0156,556.31,EUR,PURCHASE,TRAVEL,2024-01-03 08:25:56,False,8379.56
TXN_00007893,CUST_0043,25.1,EUR,WITHDRAWAL,UTILITIES,2024-01-03 08:43:57,False,33130.49
TXN_00004187,CUST_0043,3021.07,USD,PURCHASE,TRAVEL,2024-01-03 10:39:26,False,38470.21
TXN_00004210,CUST_0068,395.08,EUR,PURCHASE,GROCERY,2024-01-03 11:42:28,False,51727.48
TXN_00007123,CUST_0107,1274.15,EUR,PURCHASE,HEALTHCARE,2024-01-03 12:43:36,False,29484.12
TXN_00005565,CUST_0076,664.69,GBP,PURCHASE,DINING,2024-01-03 12:58:51,False,15533.15
TXN_00005253,CUST_0134,1270.9,GBP,PURCHASE,TRAVEL,2024-01-03 13:00:02,False,48937.27
TXN_00007399,CUST_0002,137.26,USD,TRANSFER,DINING,2024-01-03 13:01:04,False,24469.92
TXN_00008585,CUST_0127,15.86,EUR,PURCHASE,DINING,2024-01-03 14:07:40,False,66735.38
TXN_00005593,CUST_0111,193.6,EUR,TRANSFER,DINING,2024-01-03 14:56:32,False,15919.3
TXN_00008425,CUST_0053,853.99,EUR,PURCHASE,UTILITIES,2024-01-03 15:41:38,False,44165.64
TXN_00002274,CUST_0105,296.4,EUR,PURCHASE,TRAVEL,2024-01-03 15:50:08,False,70796.25
TXN_00004030,CUST_0148,232.47,EUR,TRANSFER,UTILITIES,2024-01-03 17:09:45,False,59256.3
TXN_00000421,CUST_0091,1635.22,EUR,TRANSFER,UTILITIES,2024-01-03 17:40:59,False,80957.36
TXN_00009045,CUST_0058,157.69,GBP,TRANSFER,DINING,2024-01-03 18:23:22,False,47731.21
TXN_00009400,CUST_0095,13.44,USD,TRANSFER,GROCERY,2024-01-03 20:31:23,False,34348.12
TXN_00006759,CUST_0198,1761.83,EUR,PURCHASE,DINING,2024-01-04 02:13:55,False,32842.4
TXN_00004287,CUST_0187,35.72,EUR,PURCHASE,UTILITIES,2024-01-04 07:29:12,False,12669.05
TXN_00001710,CUST_0152,221.4,USD,PURCHASE,ELECTRONICS,2024-01-04 08:33:35,False,21167.82
TXN_00004626,CUST_0007,681.66,EUR,PURCHASE,UTILITIES,2024-01-04 08:44:32,False,33835.71
TXN_00001399,CUST_0121,2153.79,EUR,PURCHASE,TRAVEL,2024-01-04 10:16:03,False,76810.55
TXN_00000336,CUST_0125,109.41,EUR,PURCHASE,UTILITIES,2024-01-04 10:17:32,False,85914.78
TXN_00002862,CUST_0138,1075.67,USD,PURCHASE,GROCERY,2024-01-04 10:54:15,False,25381.77
TXN_00006251,CUST_0071,447.69,GBP,TRANSFER,HEALTHCARE,2024-01-04 11:36:41,False,72267.36
TXN_00003112,CUST_0150,10327.15,EUR,PURCHASE,TRAVEL,2024-01-04 11:41:02,False,49947.51
TXN_00007032,CUST_0090,208.51,EUR,PURCHASE,GROCERY,2024-01-04 12:15:50,False,65637.91
TXN_00000076,CUST_0158,2324.24,GBP,TRANSFER,UTILITIES,2024-01-04 13:16:43,False,58593.08
TXN_00001273,CUST_0108,1482.96,EUR,PURCHASE,TRAVEL,2024-01-04 13:28:22,False,18008.81
TXN_00006258,CUST_0073,83.4,EUR,PURCHASE,UTILITIES,2024-01-04 13:59:05,False,78843.55
TXN_00008388,CUST_0145,32.54,EUR,WITHDRAWAL,UTILITIES,2024-01-04 14:12:48,False,74879.97
TXN_00000947,CUST_0137,517.88,EUR,PURCHASE,GROCERY,2024-01-04 15:02:33,False,98720.92
TXN_00006694,CUST_0003,563.51,EUR,PURCHASE,GROCERY,2024-01-04 15:13:27,False,22126.03
TXN_00008880,CUST_0036,33.24,EUR,WITHDRAWAL,TRAVEL,2024-01-04 15:15:12,False,17716.73
TXN_00004668,CUST_0091,61.31,USD,WITHDRAWAL,DINING,2024-01-04 16:29:09,False,75786.87
TXN_00004911,CUST_0076,1097.56,EUR,TRANSFER,TRAVEL,2024-01-04 16:50:54,False,20736.7
TXN_00005026,CUST_0042,186.86,EUR,PURCHASE,ELECTRONICS,2024-01-04 16:51:45,False,39974.0
TXN_00002595,CUST_0087,10.87,EUR,WITHDRAWAL,UTILITIES,2024-01-04 16:56:51,False,81919.81
TXN_00008390,CUST_0074,20.95,EUR,PURCHASE,ELECTRONICS,2024-01-04 17:23:42,False,35546.58
TXN_00005466,CUST_0104,54.23,EUR,WITHDRAWAL,UTILITIES,2024-01-04 17:24:54,False,93042.57
TXN_00007545,CUST_0151,144.81,EUR,PURCHASE,DINING,2024-01-04 17:57:36,False,86785.64
TXN_00002277,CUST_0135,4912.89,EUR,TRANSFER,TRAVEL,2024-01-04 19:26:43,False,70012.14
TXN_00004249,CUST_0175,146.96,USD,TRANSFER,DINING,2024-01-04 20:07:33,False,29228.99
TXN_00002735,CUST_0014,445.98,EUR,PURCHASE,HEALTHCARE,2024-01-05 01:11:00,False,79524.81
TXN_00005838,CUST_0125,48.6,EUR,TRANSFER,GROCERY,2024-01-05 05:54:52,False,61207.5
TXN_00000140,CUST_0169,93.86,EUR,TRANSFER,ELECTRONICS,2024-01-05 06:07:47,False,95276.03
TXN_00003085,CUST_0018,174.05,USD,PURCHASE,DINING,2024-01-05 07:17:02,False,60749.14
TXN_00007921,CUST_0006,1074.09,EUR,TRANSFER,GROCERY,2024-01-05 07:18:45,False,11717.48
TXN_00005878,CUST_0003,88.17,EUR,PURCHASE,HEALTHCARE,2024-01-05 09:01:24,False,87900.76
TXN_00003654,CUST_0028,59.19,EUR,PURCHASE,GROCERY,2024-01-05 09:06:16,False,30572.73
TXN_00006540,CUST_0021,283.21,EUR,PURCHASE,DINING,2024-01-05 09:17:42,False,58714.29
TXN_00008471,CUST_0048,183.55,USD,PURCHASE,ELECTRONICS,2024-01-05 09:36:03,False,74970.76
TXN_00009083,CUST_0084,1021.67,USD,PURCHASE,ELECTRONICS,2024-01-05 11:00:02,False,10494.22
TXN_00002777,CUST_0030,67.63,USD,TRANSFER,UTILITIES,2024-01-05 11:12:31,False,71887.86
TXN_00000235,CUST_0019,369.03,EUR,PURCHASE,ELECTRONICS,2024-01-05 11:18:58,False,66966.53
TXN_00006873,CUST_0072,811.38,EUR,WITHDRAWAL,TRAVEL,2024-01-05 11:34:28,False,12730.33
TXN_00004573,CUST_0171,197.93,EUR,PURCHASE,TRAVEL,2024-01-05 11:41:53,False,67535.11
TXN_00007787,CUST_0156,1238.82,USD,TRANSFER,,2024-01-05 12:21:45,False,1627.21
TXN_00001222,CUST_0037,192.82,EUR,PURCHASE,UTILITIES,2024-01-05 12:40:52,False,58915.91
TXN_00009052,CUST_0106,43.17,USD,PURCHASE,DINING,2024-01-05 12:50:19,False,44857.0
TXN_00007789,CUST_0066,1259.1,EUR,PURCHASE,TRAVEL,2024-01-05 12:51:21,False,18468.32
TXN_00002563,CUST_0125,83.79,USD,WITHDRAWAL,UTILITIES,2024-01-05 12:57:34,False,90688.53
TXN_00005397,CUST_0041,62.31,EUR,PURCHASE,TRAVEL,2024-01-05 13:14:49,False,57343.57
TXN_00000805,CUST_0077,2340.92,USD,PURCHASE,DINING,2024-01-05 13:16:55,False,4110.57
TXN_00000095,CUST_0041,835.07,EUR,PURCHASE,DINING,2024-01-05 13:38:03,False,88647.48
TXN_00009302,CUST_0106,27.94,EUR,PURCHASE,GROCERY,2024-01-05 13:41:46,False,9866.81
TXN_00002501,CUST_0048,145.29,USD,WITHDRAWAL,TRAVEL,2024-01-05 13:58:15,False,14294.83
TXN_00002539,CUST_0138,523.58,EUR,WITHDRAWAL,GROCERY,2024-01-05 14:36:13,False,31980.38
TXN_00005015,CUST_0164,34.13,EUR,TRANSFER,ELECTRONICS,2024-01-05 15:19:19,False,61654.07
TXN_00008339,CUST_0099,48.7,EUR,WITHDRAWAL,ELECTRONICS,2024-01-05 15:58:21,False,50314.44
TXN_00000528,CUST_0038,59.33,EUR,PURCHASE,HEALTHCARE,2024-01-05 16:00:56,False,56307.66
TXN_00005599,CUST_0044,62.07,GBP,PURCHASE,,2024-01-05 17:04:46,False,14191.93
TXN_00008057,CUST_0138,380.2,GBP,PURCHASE,DINING,2024-01-05 17:14:58,False,91801.83
TXN_00007799,CUST_0139,18.44,USD,PURCHASE,TRAVEL,2024-01-05 17:29:21,False,7977.82
TXN_00009740,CUST_0015,157.38,EUR,PURCHASE,DINING,2024-01-05 17:47:13,False,30820.06
TXN_00009625,CUST_0102,1256.76,EUR,PURCHASE,GROCERY,2024-01-05 19:01:27,False,42366.78
TXN_00000802,CUST_0099,2897.84,EUR,PURCHASE,TRAVEL,2024-01-05 23:18:26,False,71552.75
TXN_00005646,CUST_0143,1110.43,EUR,PURCHASE,ELECTRONICS,2024-01-06 05:49:56,False,49281.44
TXN_00005847,CUST_0199,961.97,EUR,PURCHASE,TRAVEL,2024-01-06 06:56:34,False,10341.41
TXN_00009401,CUST_0042,154.34,EUR,WITHDRAWAL,HEALTHCARE,2024-01-06 07:12:48,True,72790.64
TXN_00009865,CUST_0075,587.23,EUR,WITHDRAWAL,UTILITIES,2024-01-06 07:45:46,False,29570.74
TXN_00006331,CUST_0148,8.43,USD,PURCHASE,DINING,2024-01-06 09:26:06,False,60397.02
TXN_00003334,CUST_0146,354.0,EUR,PURCHASE,ELECTRONICS,2024-01-06 09:26:06,False,9451.21
TXN_00002153,CUST_0115,188.91,EUR,PURCHASE,GROCERY,2024-01-06 09:51:20,False,6839.47
TXN_00003826,CUST_0107,441.94,USD,PURCHASE,TRAVEL,2024-01-06 10:02:00,False,86210.44
TXN_00005705,CUST_0113,257.56,EUR,TRANSFER,UTILITIES,2024-01-06 10:09:52,False,73094.97
TXN_00001209,CUST_0033,94.95,EUR,PURCHASE,TRAVEL,2024-01-06 11:18:55,False,23454.68
TXN_00003128,CUST_0010,1045.46,USD,PURCHASE,ELECTRONICS,2024-01-06 11:22:19,False,27802.89
TXN_00008770,CUST_0178,1663.95,GBP,WITHDRAWAL,ELECTRONICS,2024-01-06 11:48:04,True,48430.75
TXN_00009516,CUST_0172,101.09,EUR,PURCHASE,DINING,2024-01-06 12:11:44,False,6342.69
TXN_00007201,CUST_0138,501.89,GBP,PURCHASE,UTILITIES,2024-01-06 12:21:39,False,95730.89
TXN_00008393,CUST_0122,1486.5,EUR,PURCHASE,UTILITIES,2024-01-06 12:28:25,False,78192.63
TXN_00007679,CUST_0000,291.63,USD,TRANSFER,GROCERY,2024-01-06 13:02:09,True,37580.04
TXN_00008033,CUST_0043,611.57,EUR,PURCHASE,DINING,2024-01-06 13:23:01,False,1975.48
TXN_00009979,CUST_0194,49.4,EUR,TRANSFER,GROCERY,2024-01-06 14:25:23,False,15824.76
TXN_00009574,CUST_0010,221.55,EUR,PURCHASE,TRAVEL,2024-01-06 14:42:02,False,3319.77
TXN_00003144,CUST_0184,57.95,EUR,PURCHASE,HEALTHCARE,2024-01-06 14:48:38,False,23346.92
TXN_00001274,CUST_0102,4154.87,USD,TRANSFER,UTILITIES,2024-01-06 15:39:57,False,33752.03
TXN_00009616,CUST_0087,240.24,EUR,PURCHASE,ELECTRONICS,2024-01-06 16:26:54,False,70577.01
TXN_00008920,CUST_0114,22.66,EUR,WITHDRAWAL,DINING,2024-01-06 17:52:45,False,12850.69
TXN_00004217,CUST_0166,112.2,EUR,WITHDRAWAL,HEALTHCARE,2024-01-06 20:52:53,False,74715.59
TXN_00008594,CUST_0010,1249.74,EUR,PURCHASE,TRAVEL,2024-01-06 23:41:55,False,95790.57
TXN_00001386,CUST_0086,994.4,EUR,PURCHASE,DINING,2024-01-07 03:53:40,False,68013.48
TXN_00001395,CUST_0046,1195.94,EUR,TRANSFER,UTILITIES,2024-01-07 04:21:16,False,49739.89
TXN_00006653,CUST_0180,-250.83,EUR,REFUND,HEALTHCARE,2024-01-07 04:55:12,False,98230.15
TXN_00007575,CUST_0147,16.4,USD,PURCHASE,GROCERY,2024-01-07 06:05:53,False,46476.95
TXN_00003959,CUST_0108,116.5,EUR,WITHDRAWAL,,2024-01-07 06:59:03,False,71312.62
TXN_00000778,CUST_0191,326.04,EUR,WITHDRAWAL,DINING,2024-01-07 09:28:09,False,98872.27
TXN_00005033,CUST_0009,2049.76,EUR,PURCHASE,ELECTRONICS,2024-01-07 09:48:35,False,89488.66
TXN_00004447,CUST_0010,37.31,EUR,TRANSFER,TRAVEL,2024-01-07 10:08:03,False,20026.78
TXN_00009687,CUST_0079,-245.1,EUR,REFUND,UTILITIES,2024-01-07 10:47:47,False,90917.73
TXN_00007381,CUST_0031,172.62,EUR,WITHDRAWAL,HEALTHCARE,2024-01-07 11:22:32,False,14550.15
TXN_00000652,CUST_0042,1572.26,USD,PURCHASE,ELECTRONICS,2024-01-07 12:31:55,False,26872.0
TXN_00001522,CUST_0175,406.35,EUR,TRANSFER,DINING,2024-01-07 12:37:06,False,55431.6
TXN_00009540,CUST_0104,2132.26,EUR,PURCHASE,UTILITIES,2024-01-07 13:16:02,False,74177.61
TXN_00004694,CUST_0083,82.22,USD,PURCHASE,ELECTRONICS,2024-01-07 13:21:12,False,90279.79
TXN_00009905,CUST_0082,5353.34,EUR,TRANSFER,TRAVEL,2024-01-07 14:03:50,False,6044.91
TXN_00008732,CUST_0153,463.33,EUR,TRANSFER,TRAVEL,2024-01-07 14:21:46,False,51829.1
TXN_00008529,CUST_0118,17.96,GBP,PURCHASE,TRAVEL,2024-01-07 15:12:53,False,8077.65
TXN_00004500,CUST_0077,36.31,GBP,PURCHASE,UTILITIES,2024-01-07 15:13:41,False,21887.24
TXN_00001066,CUST_0117,50.31,EUR,PURCHASE,ELECTRONICS,2024-01-07 15:42:24,False,25195.63
TXN_00006744,CUST_0079,219.34,GBP,PURCHASE,UTILITIES,2024-01-07 15:56:13,False,90189.75
TXN_00008379,CUST_0068,191.83,EUR,TRANSFER,HEALTHCARE,2024-01-07 18:45:13,False,1253.33
TXN_00005178,CUST_0083,173.63,USD,PURCHASE,DINING,2024-01-07 20:04:04,False,43126.11
TXN_00001511,CUST_0040,55.79,EUR,WITHDRAWAL,DINING,2024-01-07 23:26:09,False,91038.49
TXN_00008558,CUST_0123,406.05,USD,PURCHASE,HEALTHCARE,2024-01-08 05:30:06,False,14143.71
TXN_00007621,CUST_0029,136.71,EUR,WITHDRAWAL,HEALTHCARE,2024-01-08 06:23:13,False,52746.93
TXN_00009877,CUST_0111,5415.26,USD,PURCHASE,GROCERY,2024-01-08 07:33:08,False,35399.78
TXN_00006400,CUST_0103,208.19,EUR,PURCHASE,DINING,2024-01-08 07:36:25,False,71332.3
TXN_00000683,CUST_0129,440.87,EUR,PURCHASE,ELECTRONICS,2024-01-08 07:36:31,False,29548.72
TXN_00001301,CUST_0041,3496.19,EUR,PURCHASE,DINING,2024-01-08 08:04:25,False,64561.78
TXN_00001248,CUST_0119,56.03,EUR,TRANSFER,DINING,2024-01-08 08:37:16,False,25624.19
TXN_00000459,CUST_0111,5933.12,EUR,PURCHASE,HEALTHCARE,2024-01-08 08:49:20,False,10195.62
TXN_00001901,CUST_0138,84.14,EUR,PURCHASE,UTILITIES,2024-01-08 09:43:33,False,2106.46
TXN_00000198,CUST_0135,819.23,EUR,PURCHASE,HEALTHCARE,2024-01-08 10:14:46,False,29725.68
TXN_00008673,CUST_0064,257.08,EUR,PURCHASE,DINING,2024-01-08 10:30:10,False,92801.94
TXN_00003667,CUST_0041,1565.28,GBP,TRANSFER,ELECTRONICS,2024-01-08 11:04:50,False,50294.22
TXN_00007767,CUST_0033,179.3,EUR,PURCHASE,GROCERY,2024-01-08 11:18:31,False,9018.87
TXN_00005486,CUST_0109,323.07,EUR,TRANSFER,TRAVEL,2024-01-08 11:23:01,False,18705.69
TXN_00004871,CUST_0079,80.47,USD,PURCHASE,DINING,2024-01-08 11:23:26,False,35076.04
TXN_00002779,CUST_0177,219.48,USD,TRANSFER,TRAVEL,2024-01-08 11:24:39,False,6879.27
TXN_00007802,CUST_0162,325.0,USD,WITHDRAWAL,,2024-01-08 11:35:01,False,3880.59
TXN_00005696,CUST_0091,53.1,EUR,PURCHASE,DINING,2024-01-08 12:10:49,False,16004.11
TXN_00001093,CUST_0141,8.67,USD,PURCHASE,TRAVEL,2024-01-08 12:39:58,False,1414.32
TXN_00003372,CUST_0099,115.13,EUR,PURCHASE,TRAVEL,2024-01-08 12:51:52,False,60363.0
TXN_00008779,CUST_0091,463.59,GBP,PURCHASE,TRAVEL,2024-01-08 13:22:12,False,81994.97
TXN_00005061,CUST_0059,69.8,EUR,PURCHASE,ELECTRONICS,2024-01-08 13:23:18,False,64388.75
TXN_00001140,CUST_0026,-14222.84,EUR,REFUND,GROCERY,2024-01-08 13:54:15,False,72915.87
TXN_00003083,CUST_0046,4391.95,USD,PURCHASE,GROCERY,2024-01-08 13:58:44,False,67202.87
TXN_00000188,CUST_0036,7920.91,EUR,PURCHASE,DINING,2024-01-08 15:24:02,False,43129.79
TXN_00008617,CUST_0035,71.07,GBP,PURCHASE,ELECTRONICS,2024-01-08 16:32:34,False,23587.06
TXN_00000756,CUST_0043,61.56,EUR,PURCHASE,UTILITIES,2024-01-08 16:48:46,False,59946.59
TXN_00000157,CUST_0161,388.23,EUR,TRANSFER,GROCERY,2024-01-08 16:57:27,False,38707.19
TXN_00004797,CUST_0051,5741.47,EUR,PURCHASE,GROCERY,2024-01-08 18:19:49,False,98470.97
TXN_00003181,CUST_0187,57.42,USD,PURCHASE,UTILITIES,2024-01-08 18:48:44,False,66538.29
TXN_00004905,CUST_0055,-543.42,USD,REFUND,HEALTHCARE,2024-01-08 19:22:13,False,49350.08
TXN_00009609,CUST_0078,397.41,EUR,TRANSFER,,2024-01-09 04:27:45,False,9997.78
TXN_00006184,CUST_0086,289.94,EUR,PURCHASE,GROCERY,2024-01-09 07:41:16,False,16805.01
TXN_00007131,CUST_0199,491.31,EUR,WITHDRAWAL,ELECTRONICS,2024-01-09 07:57:07,False,3621.8
TXN_00005148,CUST_0126,248.11,USD,PURCHASE,HEALTHCARE,2024-01-09 08:09:52,False,3388.99
TXN_00006811,CUST_0120,33.21,USD,PURCHASE,UTILITIES,2024-01-09 08:21:55,False,92782.44
TXN_00007692,CUST_0102,890.13,EUR,WITHDRAWAL,GROCERY,2024-01-09 09:12:44,False,26112.14
TXN_00009167,CUST_0140,257.42,USD,TRANSFER,HEALTHCARE,2024-01-09 09:22:06,False,15326.38
TXN_00002047,CUST_0145,87.4,EUR,PURCHASE,UTILITIES,2024-01-09 10:47:50,False,3186.41
TXN_00006213,CUST_0090,1237.08,EUR,WITHDRAWAL,DINING,2024-01-09 11:45:37,False,13842.75
TXN_00005172,CUST_0197,8018.13,USD,PURCHASE,ELECTRONICS,2024-01-09 12:35:10,False,57587.85
TXN_00009067,CUST_0017,43.02,GBP,PURCHASE,GROCERY,2024-01-09 12:56:50,False,43314.54
TXN_00003821,CUST_0084,472.24,EUR,PURCHASE,UTILITIES,2024-01-09 13:44:51,False,45197.85
TXN_00009250,CUST_0103,420.98,EUR,WITHDRAWAL,UTILITIES,2024-01-09 13:57:09,False,63656.09
TXN_00008991,CUST_0021,1247.05,USD,WITHDRAWAL,UTILITIES,2024-01-09 14:01:43,False,25484.87
TXN_00000137,CUST_0046,10829.28,EUR,PURCHASE,ELECTRONICS,2024-01-09 14:09:57,False,6962.37
TXN_00004553,CUST_0018,-76.18,EUR,REFUND,GROCERY,2024-01-09 14:35:28,False,34790.02
TXN_00002023,CUST_0075,607.07,USD,PURCHASE,HEALTHCARE,2024-01-09 14:56:50,False,31215.29
TXN_00000362,CUST_0050,174.03,EUR,PURCHASE,GROCERY,2024-01-09 15:10:58,False,39790.19
TXN_00000061,CUST_0105,104.81,EUR,TRANSFER,UTILITIES,2024-01-09 15:40:34,False,61578.15
TXN_00006963,CUST_0122,179.16,USD,PURCHASE,GROCERY,2024-01-09 15:56:57,False,65760.45
TXN_00009241,CUST_0168,-104.86,EUR,REFUND,ELECTRONICS,2024-01-09 16:09:50,False,9216.93
TXN_00005006,CUST_0112,475.84,EUR,WITHDRAWAL,ELECTRONICS,2024-01-09 17:18:54,False,42693.44
TXN_00006375,CUST_0096,275.46,EUR,PURCHASE,UTILITIES,2024-01-09 17:19:20,False,25850.78
TXN_00005727,CUST_0064,68.36,EUR,TRANSFER,DINING,2024-01-09 17:43:04,False,20114.14
TXN_00003479,CUST_0049,768.12,EUR,PURCHASE,HEALTHCARE,2024-01-09 17:43:05,False,65338.9
TXN_00007590,CUST_0038,373.52,EUR,WITHDRAWAL,HEALTHCARE,2024-01-09 18:02:36,False,83349.47
TXN_00003178,CUST_0027,8922.65,EUR,PURCHASE,TRAVEL,2024-01-09 18:53:33,False,81362.91
TXN_00008979,CUST_0099,30.38,EUR,TRANSFER,UTILITIES,2024-01-09 19:20:17,False,66839.94
TXN_00000403,CUST_0008,-158.72,EUR,REFUND,GROCERY,2024-01-09 19:37:47,False,56784.14
TXN_00002495,CUST_0150,208.14,EUR,PURCHASE,ELECTRONICS,2024-01-10 04:15:03,False,23356.31
TXN_00000446,CUST_0116,1144.68,EUR,TRANSFER,GROCERY,2024-01-10 04:29:40,False,59071.14
TXN_00006381,CUST_0090,251.79,EUR,TRANSFER,GROCERY,2024-01-10 05:56:06,False,81520.76
TXN_00001709,CUST_0148,159.01,EUR,PURCHASE,UTILITIES,2024-01-10 06:11:53,False,3528.17
TXN_00000961,CUST_0094,488.86,EUR,TRANSFER,GROCERY,2024-01-10 06:21:56,False,37401.96
TXN_00000163,CUST_0101,253.93,GBP,TRANSFER,DINING,2024-01-10 06:55:29,False,42316.24
TXN_00004260,CUST_0126,10.6,EUR,PURCHASE,HEALTHCARE,2024-01-10 09:26:59,False,20937.79
TXN_00003546,CUST_0096,9.97,EUR,TRANSFER,TRAVEL,2024-01-10 09:27:26,False,73676.84
TXN_00003594,CUST_0104,1249.58,EUR,PURCHASE,DINING,2024-01-10 09:44:43,False,51740.9
TXN_00002648,CUST_0051,431.72,EUR,WITHDRAWAL,TRAVEL,2024-01-10 10:00:57,False,86168.8
TXN_00009431,CUST_0156,4.62,EUR,PURCHASE,UTILITIES,2024-01-10 10:59:24,False,86304.45
TXN_00006372,CUST_0184,29.32,EUR,PURCHASE,UTILITIES,2024-01-10 11:28:45,False,68805.54
TXN_00000927,CUST_0131,664.28,EUR,TRANSFER,ELECTRONICS,2024-01-10 11:35:08,False,56053.98
TXN_00000498,CUST_0019,1393.23,EUR,WITHDRAWAL,DINING,2024-01-10 11:41:07,False,69915.99
TXN_00005282,CUST_0056,1358.53,EUR,WITHDRAWAL,ELECTRONICS,2024-01-10 12:05:52,False,50452.68
TXN_00002860,CUST_0079,43.52,EUR,WITHDRAWAL,HEALTHCARE,2024-01-10 12:18:27,False,65322.71
TXN_00001336,CUST_0168,61.38,EUR,PURCHASE,UTILITIES,2024-01-10 12:19:38,False,19204.77
TXN_00002342,CUST_0037,45.65,EUR,WITHDRAWAL,DINING,2024-01-10 12:29:36,False,72024.06
